era,year,gap,dist_last_h,adj_opp_h,adj_own_h,is_corner_open_h,dens_delta_h,dist_last_kg,adj_opp_kg,adj_own_kg,is_corner_open_kg,dens_delta_kg,katago_winrate,katago_top1_prior
E3,2024,0.0,0.07071067811865475,0.0,0.25,0.0,-0.1,0.07071067811865475,0.0,0.25,0.0,-0.1,0.487689071,0.864476025
E3,2023,0.0,0.05,0.25,0.5,0.0,0.0,0.05,0.25,0.5,0.0,0.0,0.714913079,0.932667553
E3,2023,0.11180339887498948,0.15,0.25,0.25,0.0,-0.2,0.1,0.25,0.25,0.0,-0.1,0.49591535,0.258474976
E3,2025,0.0,0.05,0.25,0.25,0.0,0.0,0.05,0.25,0.25,0.0,0.0,0.509942369,0.84008944
E3,2025,1.008161568047398,0.7106335201775947,0.0,0.0,0.0,0.0,0.7905694150420948,0.0,0.0,1.0,-0.1,0.595901523,0.539680839
E3,2024,0.5838115460917269,0.1118033988749895,0.25,0.0,1.0,0.1,0.6,0.0,0.0,1.0,-0.1,0.394347385,0.240634322
E3,2022,0.0,0.07071067811865475,0.0,0.25,0.0,-0.1,0.07071067811865475,0.0,0.25,0.0,-0.1,0.302089597,0.97779572
E3,2026,0.0,0.1414213562373095,0.0,0.0,0.0,0.0,0.1414213562373095,0.0,0.0,0.0,0.0,0.476329371,0.439670265
E3,2025,0.3625382501502674,0.1118033988749895,0.0,0.0,0.0,0.0,0.4743416490252569,0.0,0.0,0.0,0.0,0.551412975,0.329332024
E3,2022,0.0,0.25,0.0,0.0,0.0,-0.1,0.25,0.0,0.0,0.0,-0.1,0.455189552,0.949385703
E3,2025,0.0,0.1118033988749895,0.25,0.0,0.0,0.1,0.1118033988749895,0.25,0.0,0.0,0.1,0.459181821,0.997326493
E3,2026,0.560213631150488,0.2549509756796392,0.0,0.0,0.0,-0.5,0.29154759474226505,0.25,0.0,0.0,0.0,0.538831717,0.147414014
E3,2023,0.0,0.07071067811865475,0.0,0.25,0.0,-0.1,0.07071067811865475,0.0,0.25,0.0,-0.1,0.383380191,0.820058584
E3,2023,0.6434302507479596,0.1414213562373095,0.0,0.0,0.0,-0.2,0.7106335201775947,0.0,0.0,0.0,0.1,0.466418926,0.338106751
E3,2026,0.0,0.05,0.25,0.25,0.0,0.0,0.05,0.25,0.25,0.0,0.0,0.10283234,0.231763899
E3,2022,0.36800670128155893,0.07071067811865475,0.0,0.25,0.0,-0.1,0.05,0.25,0.0,0.0,0.0,0.370256869,0.767141581
